"","Keratinocytes","Clara.cells","Epithelial","Airway.Multiciliated.Cells","Brush.cells","Undefined"
"Prdx6b",0.018043308,0.002659155,0.011911221,0.014547564,0,0.011349206
"Dnajc10",0.124156014,0.188095775,0.23784217,0.192064965,0.186728111,0.38531746
"Nckap1",0.227923298,0.373673239,0.309297164,0.307354988,0.335852535,0.34015873
"Nup35",0.134936081,0.069250704,0.059136868,0.130232019,0.183502304,0.398253968
"Zc3h15",0.580367858,0.385408451,0.383489519,0.467958237,0.635529954,0.67952381
"Itgav",0.112859379,0.118135211,0.08837238,0.073758701,0.131751152,0.119285714
"Tfpi",0.010693973,0.004873239,0.004710234,0,0.008202765,0.011031746
"Ctnnd1",0.217448474,0.399126761,0.252552404,0.29199536,0.449032258,0.268095238
"Tmx2",0.292624576,0.138783099,0.20919852,0.301229698,0.277096774,0.461269841
"Med19",0.309311244,0.171887324,0.176707768,0.696218097,0.243410138,0.526666667
"Zdhhc5",0.088711192,0.096056338,0.092083847,0.106148492,0.165069124,0.107857143
"Clp1",0.467002348,0.102805634,0.341146732,0.176542923,0.305990783,0.511746032
"Gm19426",0.032024524,0.059819718,0.079642417,0.006798144,0.042764977,0.090714286
"Serping1",0.618612053,0.333126761,0.38648582,0.232041763,0.141428571,0.700714286
"Ube2l6",0.29750587,0.133222535,0.147965475,0.214338747,0.17483871,0.573015873
"Timm10",0.237205844,0.213774648,0.164697904,0.337842227,0.397511521,0.263888889
"Ssrp1",0.549496478,0.425256338,0.320998767,0.45062645,0.53078341,1.16047619
"Tnks1bp1",0.28399426,0.275735211,0.236337855,0.212204176,0.355069124,0.209285714
"4833423E24Rik",0.668750326,0.096969014,0.102601726,0.026937355,0.63202765,0.387857143
"Ptprj",0.019407775,0.067335211,0.05080148,0.063712297,0.11359447,0.026349206
"Nup160",0.010039134,0.009650704,0.009383477,0.022180974,0.009907834,0.053968254
"Fnbp4",0.08583616,0.089177465,0.072145499,0.077215777,0.124331797,0.16531746
"Agbl2",0.002611531,0.001847887,0.00107275,0.332227378,0,0.023968254
"Mtch2",0.79113749,0.654377465,0.59622688,1.110278422,0.803963134,1.215873016
"Ndufs3",0.753073311,0.501121127,0.545782984,0.96774942,0.80921659,0.82452381
"Kbtbd4",0.06411688,0.030828169,0.034808878,0.128399072,0.068156682,0.080873016
"Celf1",0.18133055,0.156095775,0.13054254,0.391484919,0.278801843,0.171746032
"Psmc3",1.062048004,1.124861972,0.94649815,0.985777262,1.378847926,1.537142857
"Slc39a13",0.077023219,0.060152113,0.070493218,0.04025522,0.05797235,0.083095238
"Madd",0.052196713,0.085408451,0.066905055,0.128422274,0.287281106,0.072857143
"Nr1h3",0.029916514,0.020540845,0.02162762,0.028167053,0.049723502,0.011746032
"Acp2",0.02714323,0.055261972,0.031750925,0.055684455,0.057142857,0.014126984
"Ddb2",0.083326376,0.057678873,0.062564735,0.039048724,0.042073733,0.131666667
"A330069E16Rik",0.009783459,0.010495775,0.006584464,0.033433875,0.024930876,0
"Pacsin3",0.191479259,0.179425352,0.185252774,0.111229698,0.246774194,0.237380952
"Arfgap2",0.233741195,0.197346479,0.17081381,0.300951276,0.225806452,0.24484127
"1110051M20Rik",0.211354031,0.114259155,0.111726264,0.412412993,0.265990783,0.21047619
"Lrp4",0.035155231,0.020050704,0.015881628,0.003897912,0.061198157,0.021031746
"Ckap5",0.054362118,0.046839437,0.032071517,0.140533643,0.163732719,0.310238095
"F2",0.016130968,0.027070423,0.030135635,0.068816705,0.009262673,0.010634921
"Zfp408",0.02837725,0.019132394,0.043649815,0.017146172,0.043133641,0.009761905
"Arhgap1",0.325290895,0.263616901,0.29215783,0.335707657,0.508617512,0.475634921
"Atg13",0.088325072,0.118315493,0.127348952,0.140208817,0.129493088,0.10968254
"Harbi1",0.071100965,0.043402817,0.061837238,0.094941995,0.046221198,0.056428571
"Ambra1",0.039861727,0.067453521,0.051159063,0.091647332,0.061658986,0.030873016
"Mdk",0.12462562,0.077340845,0.076091245,0.026798144,0.058202765,0.282936508
"Dgkz",0.070527002,0.087526761,0.075006165,0.052923434,0.146866359,0.222936508
"Creb3l1",0.024529089,0.17835493,0.3224291,0.031948956,0.126635945,0.084365079
"Phf21a",0.1301461,0.114557746,0.105462392,0.215336427,0.183870968,0.08968254
"Pex16",0.304137751,0.220850704,0.236658446,0.265197216,0.483087558,0.254285714
"Mapk8ip1",0.081698409,0.049757746,0.048483354,0.289721578,0.266313364,0.025079365
"Cry2",0.084774328,0.061442254,0.170702836,0.590116009,0.208110599,0.119603175
"Slc35c1",0.073472476,0.089532394,0.128964242,0.065150812,0.129769585,0.108492063
"Prdm11",0.079431255,0.017521127,0.011442663,0.010881671,0.044700461,0.071111111
"Trp53i11",0.280579181,0.248433803,0.211874229,0.162853828,0.406866359,0.563809524
"Cd82",0.669308636,0.988230986,0.951331689,1.64612529,0.418847926,0.702539683
"Ext2",0.267589356,0.233053521,0.322651048,0.172157773,0.159769585,0.30531746
"Accs",0.025290895,0.033949296,0.02702836,0.023410673,0.017281106,0.014365079
"Alkbh3",0.172713279,0.150473239,0.170480888,0.161577726,0.064285714,0.152936508
"Hsd17b12",0.594735194,0.389228169,0.432478422,0.542366589,0.735391705,0.780873016
"Ttc17",0.049316462,0.054721127,0.051146732,0.067192575,0.087834101,0.029444444
"Api5",0.201708844,0.129273239,0.119876695,0.150464037,0.189493088,0.260952381
"B230118H07Rik",0.195862249,0.19691831,0.161676942,0.981299304,0.438617512,0.323492063
"Traf6",0.02641534,0.034597183,0.019691739,0.02638051,0.069677419,0.005714286
"Prr5l",0.033198539,0,0.003144266,0.00287703,0,0.066666667
"Commd9",0.498074615,0.310952113,0.268088779,0.36587007,0.373732719,0.554047619
"Ldlrad3",0.115186538,0.052090141,0.03810111,0.030580046,0.115714286,0.092460317
"Trim44",0.12593269,0.147611268,0.095314427,0.125614849,0.254562212,0.096984127
"Fjx1",0.118672058,0.007132394,0.000739827,0.003109049,0.022626728,0.15968254
"Cd44",0.684763893,0.844912676,0.435770654,0.112575406,0.183087558,0.701349206
"Pdhx",0.110263501,0.103352113,0.093884094,0.098236659,0.105898618,0.107380952
"Apip",0.263514219,0.245549296,0.244808878,0.157146172,0.298894009,0.478253968
"Ehf",0.88932168,0.762050704,0.897237978,0.388700696,1.386958525,0.992380952
"Cat",0.519415601,0.754315493,0.508273736,0.707819026,0.252534562,0.600079365
"Nat10",0.047484999,0.033430986,0.028853268,0.083085847,0.027788018,0.094206349
"Caprin1",0.221654057,0.1312,0.125425401,0.249350348,0.223456221,0.295793651
"Lmo2",0.017951996,0.067284507,0.113193588,0.018677494,0.537741935,0.01547619
"Fbxo3",0.278066788,0.218371831,0.183218249,0.270881671,0.364101382,0.292698413
"Cd59b",0.039861727,0.016129577,0.012823674,0.1225058,0.01437788,0.012777778
"Cd59a",0.098168536,0.046185915,0.042577065,0.195823666,0.175345622,0.070873016
"Hipk3",0.149851291,0.128664789,0.110172626,0.530324826,0.243548387,0.22984127
"Cstf3",0.174184712,0.127166197,0.185561036,0.179698376,0.335483871,0.310555556
"Tcp11l1",0.028593791,0.031430986,0.011701603,0.004733179,0.070875576,0.097539683
"Depdc7",0.016571876,0,0.001442663,0,0.004608295,0.042619048
"Qser1",0.065507435,0.038073239,0.041578298,0.038955916,0.109677419,0.104365079
"Prrg4",0.018773806,0.002253521,0.005844636,0.037842227,0.008617512,0.006587302
"Eif3m",1.590443517,0.926270423,0.886350185,0.662018561,1.127465438,1.632063492
"Rcn1",0.159718236,0.051273239,0.043390875,0.002366589,0.073041475,0.076269841
"Elp4",0.110521785,0.042822535,0.067053021,0.032412993,0.070368664,0.214126984
"Immp1l",0.489240804,0.392478873,0.289938348,0.623781903,0.618294931,0.616349206
"Dnajc24",0.205823115,0.112360563,0.130739827,0.15863109,0.160921659,0.289761905
"Mpped2",0.055598748,0.006929577,0.005240444,0,0.115299539,0.031587302
"Arl14ep",0.059410384,0.041397183,0.037250308,0.04025522,0.047557604,0.046746032
"Mettl15",0.072762849,0.038422535,0.028212084,0.083990719,0.081658986,0.22031746
"Bdnf",0.005937908,0,0.003736128,0,0.08,0.010634921
"Lin7c",0.274547352,0.206456338,0.154895191,0.278515081,0.3740553,0.406190476
"Lgr4",0.031724498,0.053307042,0.020875462,0.025266821,0.047096774,0.047777778
"Ccdc34",0.253203757,0.331622535,0.170961776,1.170742459,0.312949309,1.938174603
"Bbox1",0.009206888,0.000709859,0.002466091,0.366844548,0,0
"Lpcat4",0.068567702,0.221194366,0.122811344,0.779234339,0.458571429,0.108888889
"Nop10",0.997657188,1.185814085,0.780986436,1.157842227,1.970645161,0.994365079
"Slc12a6",0.047401513,0.056202817,0.048532676,0.053549884,0.090184332,0.029047619
"Emc4",0.552530655,0.326923944,0.379223181,0.601600928,0.555714286,0.551984127
"Katnbl1",0.125601357,0.071447887,0.069173859,0.063967517,0.035576037,0.23952381
"Emc7",0.956444039,0.837949296,0.876818742,0.694060325,1.327603687,1.12
"Aven",0.091027915,0.090839437,0.059556104,0.08837587,0.083271889,0.092301587
"Scg5",0.004719541,0.0012,0.006362515,0,1.344331797,0
"Arhgap11a",0.004124706,0.006056338,0.007003699,0.017517401,0.010921659,0.277857143
"Aqr",0.076712758,0.097008451,0.060591862,0.095150812,0.082442396,0.098571429
"Dph6",0.104962171,0.059819718,0.052848335,0.11512761,0.165668203,0.078174603
"BC052040",0.034119489,0.017701408,0.021011097,0.003480278,0.013087558,0.168888889
"Meis2",0.070936603,0.043859155,0.025869297,0.064640371,0.463456221,0.034206349
"2700033N17Rik",0.016981477,0.024230986,0.013094945,0.048445476,0.053087558,0.029126984
"Spred1",0.10036264,0.064805634,0.077410604,0.053109049,0.0640553,0.140793651
"Fam98b",0.07416384,0.113825352,0.054919852,0.156148492,0.117004608,0.11015873
"Thbs1",0.218043308,0.02244507,0.071775586,0.545359629,0.075576037,0.147619048
"Fsip1",0.002572398,0.000811268,0.004549938,0.384779582,0.025391705,0.004047619
"Eif2ak4",0.015343073,0.015278873,0.018471023,0.009118329,0.040184332,0.012460317
"Srp14",1.402355857,1.299014085,1.065277435,1.860533643,2.47843318,1.33968254
"Bmf",0.041414036,0.047329577,0.086399507,0.089512761,0.077926267,0.021111111
"Bub1b",0.000360031,0.001357746,0.000776819,0.002459397,0,0.47452381
"Pak6",0.170240021,0.027870423,0.021911221,0.035638051,0.01483871,0.123650794
"Inafm2",0.08983042,0.053166197,0.046646116,0.094988399,0.063824885,0.062857143
"Knstrn",0.035217845,0.013008451,0.010147965,0.012645012,0,1.549285714
"Ivd",0.308132011,0.169616901,0.186288533,0.223758701,0.325852535,0.393492063
"Bahd1",0.046822332,0.06091831,0.064512947,0.079303944,0.099539171,0.067063492
"Chst14",0.026180537,0.011971831,0.007903822,0.002412993,0.031152074,0.054920635
"Ccdc32",0.145512653,0.115802817,0.06892725,0.174338747,0.121889401,0.132936508
"Rad51",0.00695017,0.004439437,0.003403206,0.011693735,0,0.639761905
"Rmdn3",0.182303679,0.137323944,0.174845869,0.393526682,0.286635945,0.093888889
"Gchfr",0.062024524,0.307819718,0.299062885,0.402969838,0.201612903,0.093888889
"Dnajc17",0.15334203,0.177673239,0.175363748,0.169930394,0.209815668,0.187619048
"Zfyve19",0.193117662,0.130467606,0.148088779,0.176589327,0.233133641,0.174285714
"Ppp1r14d",0.022728933,0.115921127,0.181812577,0.25800464,0.102903226,0.03484127
"Spint1",0.360832246,0.702405634,0.665228113,0.731948956,0.806682028,0.327539683
"Vps18",0.03665797,0.057476056,0.065635018,0.090069606,0.109262673,0.056904762
"Dll4",0.001322724,0.001960563,0.002614057,0.005011601,0.090645161,0.01
"Chac1",0.005765719,0.002946479,0.025154131,0.003433875,0.136635945,0.024444444
"Ino80",0.056757109,0.060630986,0.073279901,0.071809745,0.068110599,0.028333333
"Chp1",0.422136708,0.401521127,0.400431566,0.247169374,0.441705069,0.363492063
"1700020I14Rik",0.161638403,0.195695775,0.118076449,0.298027842,0.329723502,0.395873016
"Nusap1",0.001776676,0.002783099,0.00215783,0.00487239,0,1.049126984
"Ndufaf1",0.128578137,0.081870423,0.081812577,0.137540603,0.12516129,0.13531746
"Rtf1",0.543717715,0.437808451,0.302552404,0.242111369,0.493410138,0.717698413
"Itpka",0.003386381,0.002230986,0.003563502,0.470092807,0.002488479,0.010634921
"Rpap1",0.03557005,0.035650704,0.034438964,0.039767981,0.024516129,0.037698413
"Tyro3",0.103571615,0.158659155,0.333575832,0.126357309,0.047834101,0.128968254
"Mga",0.068017219,0.059228169,0.031849568,0.057053364,0.132396313,0.068968254
"Mapkbp1",0.025358727,0.011949296,0.037509248,0.234617169,0.03202765,0.056587302
"Ehd4",0.140344378,0.125549296,0.19134402,0.207192575,0.155207373,0.219920635
"Vps39",0.02922515,0.03228169,0.030184957,0.065452436,0.092119816,0.032698413
"Tmem87a",0.036650143,0.026061972,0.033575832,0.007795824,0.00843318,0.047777778
"Ganc",0.050393947,0.049690141,0.060776819,0.062575406,0.117096774,0.032222222
"Zfp106",0.144158622,0.193543662,0.180147965,0.204153132,0.29516129,0.13952381
"Snap23",0.30256718,0.235261972,0.232404439,0.191972158,0.168479263,0.350952381
"Lrrc57",0.120657448,0.065464789,0.067127004,0.065406032,0.097695853,0.249206349
"Haus2",0.061200104,0.051825352,0.032552404,0.056450116,0.191013825,0.1
"Cdan1",0.014270806,0.018692958,0.016954377,0.04512761,0.020184332,0.039285714
"Ttbk2",0.0385964,0.075938028,0.091775586,0.328816705,0.137695853,0.051031746
"Ubr1",0.037672841,0.068659155,0.028495684,0.031345708,0.055806452,0.024126984
"Tmem62",0.045413514,0.056315493,0.063156597,0.031647332,0.03875576,0.035793651
"Ccndbp1",0.320889643,0.227588732,0.218212084,0.33675174,0.437557604,0.249126984
"Tgm5",0.006230107,0.018811268,0.008742293,0,0,0
"Lcmt2",0.12881294,0.077864789,0.174525277,0.160464037,0.185852535,0.124920635
"Adal",0.028559875,0.014692958,0.013131936,0.004153132,0.037281106,0.025952381
"Zscan29",0.05895904,0.039464789,0.048631319,0.064547564,0.06562212,0.067777778
"Tubgcp4",0.063615967,0.048326761,0.053181258,0.076774942,0.042995392,0.058253968
"Trp53bp1",0.055997913,0.056529577,0.059297164,0.206287703,0.136497696,0.020555556
"Map1a",0.002355857,0.002191549,0.001171393,0.118607889,0.066267281,0
"Ppip5k1",0.04433342,0.045267606,0.020221948,0.06262181,0.091843318,0.082301587
"Ckmt1",1.936566658,0.704253521,0.802872996,1.428352668,1.221935484,1.932142857
"Catsper2",0.008126794,0.005216901,0.01432799,0.014153132,0.043410138,0
"Pdia3",1.98484216,1.328788732,1.403970407,1.552436195,1.711935484,2.347460317
"Ell3",0.012136708,0.005166197,0.005117139,0.007006961,0,0.020873016
"Serf2",0.290346987,0.22056338,0.242133169,0.284640371,0.588341014,0.392619048
"Hypk",0.787049309,0.760822535,0.592096178,0.581531323,0.843456221,0.856031746
"Mfap1b",0.261690582,0.168490141,0.143859433,0.263201856,0.162857143,0.336507937
"Mfap1a",0.152248891,0.08263662,0.057274969,0.133689095,0.144423963,0.109761905
"Wdr76",0.005079572,0.00536338,0.00568434,0.01487239,0.012073733,0.036269841
"Casc4",0.100696582,0.056061972,0.052022195,0.0925058,0.072995392,0.043412698
"Ctdspl2",0.069230368,0.036873239,0.031171393,0.050951276,0.079262673,0.097063492
"Eif3j1",0.26491521,0.115830986,0.162059186,0.16136891,0.26124424,0.260079365
"Spg11",0.019058179,0.024326761,0.016843403,0.015220418,0.02156682,0.027619048
"B2m",1.929159927,2.925921127,2.214032059,2.170858469,2.171428571,2.806507937
"Sord",0.595750065,0.106332394,0.145018496,0.336519722,0.087419355,0.690793651
"Duoxa1",0.218322463,0.021447887,0.002318126,0,0.018248848,0.236587302
"Duox1",0.03259066,0.00644507,0.001775586,0,0,0
"Shf",0.01506131,0.004850704,0.001911221,0,0.064562212,0.020952381
"AA467197",0,0.042230986,0.004340321,0,0,0
"Slc30a4",0.016903209,0.016247887,0.012453761,0.017146172,0.060046083,0.042460317
"Bloc1s6",0.181022698,0.116738028,0.100036991,0.113039443,0.201152074,0.251031746
"Sema6d",0.015251761,0.000816901,0,0.009443155,0,0
"Myef2",0.016235325,0.011453521,0.004944513,0.005916473,0.027004608,0.086428571
"Dut",1.18932168,0.49988169,0.526152898,0.348700696,0.752534562,1.859444444
"Fbn1",0.020550483,0.044585915,0.016609125,0.011136891,0.046774194,0.014761905
"Eid1",0.313430733,0.157098592,0.114845869,0.218167053,0.599861751,0.17968254
"Secisbp2l",0.054294286,0.081425352,0.065104809,0.02712297,0.094976959,0.098253968
"Cops2",0.335530916,0.190073239,0.176078915,0.292227378,0.326958525,0.417777778
"Galk2",0.244265588,0.142484507,0.186140567,0.697540603,0.180921659,0.245
"Dtwd1",0.111419254,0.078078873,0.072564735,0.16675174,0.117004608,0.134126984
"Slc27a2",0.015815288,0.068146479,0.128803946,0.190046404,0.28,0.095793651
"Hdc",0.024064701,0.021847887,0.017817509,2.481670534,0.046866359,0.022222222
"Gabpb1",0.069501696,0.045650704,0.056979038,0.081345708,0.129400922,0.181746032
"Gm27003",0.008223324,0.010433803,0.00649815,0.027865429,0.007603687,0
"Usp8",0.082147143,0.075909859,0.084426634,0.135777262,0.140967742,0.085
"Usp50",0.302139316,0.192050704,0.38568434,0.362900232,0.51124424,0.43984127
"Trpm7",0.072016697,0.067594366,0.042083847,0.128654292,0.135253456,0.072301587
"Sppl2a",0.071521002,0.109571831,0.097792848,0.064593968,0.096129032,0.040952381
"Ap4e1",0.010237412,0.007278873,0.012207152,0.02424594,0,0.017857143
"Blvra",0.289885207,0.2172,0.213834772,0.249953596,0.248110599,0.355952381
"1810024B03Rik",0.027646752,0.059538028,0.018286067,0.037865429,0.087557604,0.045555556
"Snrnp200",0.096230107,0.161622535,0.125376079,0.247587007,0.137050691,0.102301587
"Ciao1",0.226300548,0.216974648,0.150123305,0.162343387,0.17718894,0.312142857
"Tmem127",0.094946517,0.125250704,0.067237978,0.197331787,0.199354839,0.103095238
"Stard7",0.145384816,0.106805634,0.104414303,0.192993039,0.214654378,0.269761905
"Dusp2",0.880328724,0.002467606,0.063020962,0.027935035,0.076313364,0.681428571
"Fahd2a",0.287946778,0.199853521,0.224981504,0.267331787,0.31562212,0.180238095
"Prom2",0.064555179,0.007211268,0.014944513,0.021020882,0.155299539,0.011666667
"Zfp661",0.014442995,0.003605634,0.006017263,0.005452436,0.023410138,0.018730159
"Mrps5",0.297957214,0.172242254,0.183464858,0.156728538,0.312995392,0.256984127
"Mall",0.729214714,0.684343662,0.53622688,0.175452436,0.089493088,0.559285714
"Nphp1",0.206141404,0.176264789,0.144389642,0.874222738,0.215023041,0.316984127
"Bcl2l11",0.180114793,0.063030986,0.136584464,0.114431555,0.059308756,0.251031746
"Anapc1",0.083670754,0.100388732,0.089124538,0.137470998,0.165207373,0.144761905
"Mertk",0.016086616,0.019008451,0.015487053,0.004965197,0,0.021746032
"Tmem87b",0.107944169,0.094123944,0.093156597,0.082459397,0.230414747,0.072777778
"Zc3h8",0.081239238,0.026614085,0.030160296,0.194941995,0.030829493,0.065873016
"Gm10762",0.021359249,0.01783662,0.014833539,0.012343387,0.020046083,0.018809524
"Zc3h6",0.04614923,0.062264789,0.016670777,0.091206497,0.081013825,0.034920635
"Ttl",0.051927994,0.043825352,0.0302836,0.131670534,0.076820276,0.128174603
"Polr1b",0.023884686,0.015138028,0.023329223,0.018700696,0.008387097,0.004365079
"Chchd5",0.389697365,0.336174648,0.288310727,0.393526682,0.506958525,0.403333333
"Slc20a1",0.102762849,0.083267606,0.067731196,0.199860789,0.043917051,0.046349206
"Ckap2l",0.012948082,0.023977465,0.012601726,0.056821346,0,0.823650794
"Sirpa",0.035783981,0.027690141,0.022490752,0.004941995,0,0.075952381
"Stk35",0.136968432,0.132642254,0.143316893,0.228306265,0.084101382,0.168333333
"Snrpb",2.248964258,1.507707042,1.3051418,1.906542923,1.805069124,2.740952381
"Nop56",0.190748761,0.040157746,0.107262639,0.107656613,0.176036866,0.238730159
"Idh3b",0.943057657,0.534259155,0.531159063,0.803642691,0.715437788,0.806507937
"Pced1a",0.024789982,0.018732394,0.024290999,0.018259861,0.021059908,0.008809524
"Vps16",0.084904774,0.085307042,0.083933416,0.082575406,0.099124424,0.155714286
"Ptpra",0.177985912,0.189864789,0.142552404,0.388027842,0.345852535,0.259761905
"Mrps26",0.645559614,0.495070423,0.430320592,0.799187935,0.639170507,0.813888889
"Ubox5",0.009911297,0.014005634,0.015104809,0.005290023,0,0.009761905
"Lzts3",0.007792852,0.054512676,0.059371147,0.021044084,0.095760369,0.047539683
"Ddrgk1",1.368113749,1.453019718,1.520086313,1.504338747,1.488986175,1.214920635
"Itpa",0.45980694,0.350321127,0.319075216,0.338399072,0.56516129,0.703968254
"4930402H24Rik",0.081087921,0.047442254,0.030912454,0.481740139,0.162488479,0.111666667
